GameID,Ha,pHa,La,lot_shape__A,lot_shape_symm_A,lot_shape_L_A,lot_shape_R_A,LotNumA,Hb,pHb,Lb,lot_shape__A.1,lot_shape_symm_A.1,lot_shape_L_A.1,lot_shape_R_A.1,LotNumB,Amb,Corr,diffEV,diffSDs,diffMins,diffMaxs,diffUV,RatioMin,SignMax,pBbet_Unbiased1,pBbet_UnbiasedFB,pBbet_Uniform,pBbet_Sign1,pBbet_SignFB,Dom,diffBEV0,diffBEVfb,diffSignEV,BEASTpred,block,Feedback,B_rate
3,-1,1,-1,1,0,0,0,1,0,0.5,-2,1,0,0,0,1,0,0,0,1,-1,1,0,0.5,0,0.0026,0.0054,0.0026,0.5013,0.5027,0,0,0,1,0.522,1,0,0.5792
3,-1,1,-1,1,0,0,0,1,0,0.5,-2,1,0,0,0,1,0,0,0,1,-1,1,0,0.5,0,0.0026,0.0054,0.0026,0.5013,0.5027,0,0,0,1,0.51599,2,1,0.6032
3,-1,1,-1,1,0,0,0,1,0,0.5,-2,1,0,0,0,1,0,0,0,1,-1,1,0,0.5,0,0.0026,0.0054,0.0026,0.5013,0.5027,0,0,0,1,0.51103,3,1,0.5984
3,-1,1,-1,1,0,0,0,1,0,0.5,-2,1,0,0,0,1,0,0,0,1,-1,1,0,0.5,0,0.0026,0.0054,0.0026,0.5013,0.5027,0,0,0,1,0.51419,4,1,0.5776
3,-1,1,-1,1,0,0,0,1,0,0.5,-2,1,0,0,0,1,0,0,0,1,-1,1,0,0.5,0,0.0026,0.0054,0.0026,0.5013,0.5027,0,0,0,1,0.50979,5,1,0.5632
4,1,1,1,1,0,0,0,1,2,0.5,0,1,0,0,0,1,0,0,0,1,-1,1,0,0,1,0.008,-0.019,0.008,-0.496,-0.5095,0,0,0,-1,0.44673,1,0,0.3536
4,1,1,1,1,0,0,0,1,2,0.5,0,1,0,0,0,1,0,0,0,1,-1,1,0,0,1,0.008,-0.019,0.008,-0.496,-0.5095,0,0,0,-1,0.4624,2,1,0.5072
4,1,1,1,1,0,0,0,1,2,0.5,0,1,0,0,0,1,0,0,0,1,-1,1,0,0,1,0.008,-0.019,0.008,-0.496,-0.5095,0,0,0,-1,0.47363,3,1,0.536
4,1,1,1,1,0,0,0,1,2,0.5,0,1,0,0,0,1,0,0,0,1,-1,1,0,0,1,0.008,-0.019,0.008,-0.496,-0.5095,0,0,0,-1,0.47432,4,1,0.496
4,1,1,1,1,0,0,0,1,2,0.5,0,1,0,0,0,1,0,0,0,1,-1,1,0,0,1,0.008,-0.019,0.008,-0.496,-0.5095,0,0,0,-1,0.47931,5,1,0.5392
5,-3,1,-3,1,0,0,0,1,0,0.2,-4,1,0,0,0,1,0,0,-0.2,1.6,-1,3,1,0.75,0,-0.6044,-0.6046,0.0092,0.1978,0.1977,0,-0.2,-0.2,0.8,0.50679,1,0,0.4928
5,-3,1,-3,1,0,0,0,1,0,0.2,-4,1,0,0,0,1,0,0,-0.2,1.6,-1,3,1,0.75,0,-0.6044,-0.6046,0.0092,0.1978,0.1977,0,-0.2,-0.2,0.8,0.47564,2,1,0.464
5,-3,1,-3,1,0,0,0,1,0,0.2,-4,1,0,0,0,1,0,0,-0.2,1.6,-1,3,1,0.75,0,-0.6044,-0.6046,0.0092,0.1978,0.1977,0,-0.2,-0.2,0.8,0.46469,3,1,0.416
5,-3,1,-3,1,0,0,0,1,0,0.2,-4,1,0,0,0,1,0,0,-0.2,1.6,-1,3,1,0.75,0,-0.6044,-0.6046,0.0092,0.1978,0.1977,0,-0.2,-0.2,0.8,0.46117,4,1,0.3824
5,-3,1,-3,1,0,0,0,1,0,0.2,-4,1,0,0,0,1,0,0,-0.2,1.6,-1,3,1,0.75,0,-0.6044,-0.6046,0.0092,0.1978,0.1977,0,-0.2,-0.2,0.8,0.45884,5,1,0.3568
6,0,0.75,-3,1,0,0,0,1,0,0.8,-4,1,0,0,0,1,0,0,-0.05,0.300961894,-1,0,-0.5,0.75,0,-0.1507,-0.017,-0.4954,0.0499,0.0375,0,-0.05,-0.05,0.2,0.4498,1,0,0.3824
6,0,0.75,-3,1,0,0,0,1,0,0.8,-4,1,0,0,0,1,0,0,-0.05,0.300961894,-1,0,-0.5,0.75,0,-0.1507,-0.017,-0.4954,0.0499,0.0375,0,-0.05,-0.05,0.2,0.46673,2,1,0.4016
6,0,0.75,-3,1,0,0,0,1,0,0.8,-4,1,0,0,0,1,0,0,-0.05,0.300961894,-1,0,-0.5,0.75,0,-0.1507,-0.017,-0.4954,0.0499,0.0375,0,-0.05,-0.05,0.2,0.47471,3,1,0.3968
6,0,0.75,-3,1,0,0,0,1,0,0.8,-4,1,0,0,0,1,0,0,-0.05,0.300961894,-1,0,-0.5,0.75,0,-0.1507,-0.017,-0.4954,0.0499,0.0375,0,-0.05,-0.05,0.2,0.48012,4,1,0.424
6,0,0.75,-3,1,0,0,0,1,0,0.8,-4,1,0,0,0,1,0,0,-0.05,0.300961894,-1,0,-0.5,0.75,0,-0.1507,-0.017,-0.4954,0.0499,0.0375,0,-0.05,-0.05,0.2,0.47879,5,1,0.4064
7,-1,1,-1,1,0,0,0,1,0,0.95,-20,1,0,0,0,1,0,0,0,4.358898944,-19,1,-9,0.05,0,0.9042,0.9012,-0.0078,0.9521,0.9506,0,0,0,19,0.56076,1,0,0.4784
7,-1,1,-1,1,0,0,0,1,0,0.95,-20,1,0,0,0,1,0,0,0,4.358898944,-19,1,-9,0.05,0,0.9042,0.9012,-0.0078,0.9521,0.9506,0,0,0,19,0.57904,2,1,0.6288
7,-1,1,-1,1,0,0,0,1,0,0.95,-20,1,0,0,0,1,0,0,0,4.358898944,-19,1,-9,0.05,0,0.9042,0.9012,-0.0078,0.9521,0.9506,0,0,0,19,0.585,3,1,0.6192
7,-1,1,-1,1,0,0,0,1,0,0.95,-20,1,0,0,0,1,0,0,0,4.358898944,-19,1,-9,0.05,0,0.9042,0.9012,-0.0078,0.9521,0.9506,0,0,0,19,0.58145,4,1,0.6224
7,-1,1,-1,1,0,0,0,1,0,0.95,-20,1,0,0,0,1,0,0,0,4.358898944,-19,1,-9,0.05,0,0.9042,0.9012,-0.0078,0.9521,0.9506,0,0,0,19,0.58741,5,1,0.6384
8,1,1,1,1,0,0,0,1,20,0.05,0,1,0,0,0,1,0,0,0,4.358898944,-1,19,9,0,1,-0.907,-0.8956,-6.00E-04,-0.9535,-0.9478,0,0,0,-19,0.35935,1,0,0.3872
8,1,1,1,1,0,0,0,1,20,0.05,0,1,0,0,0,1,0,0,0,4.358898944,-1,19,9,0,1,-0.907,-0.8956,-6.00E-04,-0.9535,-0.9478,0,0,0,-19,0.36029,2,1,0.3824
8,1,1,1,1,0,0,0,1,20,0.05,0,1,0,0,0,1,0,0,0,4.358898944,-1,19,9,0,1,-0.907,-0.8956,-6.00E-04,-0.9535,-0.9478,0,0,0,-19,0.36923,3,1,0.328
8,1,1,1,1,0,0,0,1,20,0.05,0,1,0,0,0,1,0,0,0,4.358898944,-1,19,9,0,1,-0.907,-0.8956,-6.00E-04,-0.9535,-0.9478,0,0,0,-19,0.37073,4,1,0.336
8,1,1,1,1,0,0,0,1,20,0.05,0,1,0,0,0,1,0,0,0,4.358898944,-1,19,9,0,1,-0.907,-0.8956,-6.00E-04,-0.9535,-0.9478,0,0,0,-19,0.37356,5,1,0.2896
9,1,1,1,1,0,0,0,1,100,0.01,0,1,0,0,0,1,0,0,0,9.949874371,-1,99,49,0,1,-0.9802,-0.9828,0.0064,-0.9901,-0.9914,0,0,0,-99,0.33177,1,0,0.4656
9,1,1,1,1,0,0,0,1,100,0.01,0,1,0,0,0,1,0,0,0,9.949874371,-1,99,49,0,1,-0.9802,-0.9828,0.0064,-0.9901,-0.9914,0,0,0,-99,0.3344,2,1,0.3984
9,1,1,1,1,0,0,0,1,100,0.01,0,1,0,0,0,1,0,0,0,9.949874371,-1,99,49,0,1,-0.9802,-0.9828,0.0064,-0.9901,-0.9914,0,0,0,-99,0.34143,3,1,0.3888
9,1,1,1,1,0,0,0,1,100,0.01,0,1,0,0,0,1,0,0,0,9.949874371,-1,99,49,0,1,-0.9802,-0.9828,0.0064,-0.9901,-0.9914,0,0,0,-99,0.33713,4,1,0.3904
9,1,1,1,1,0,0,0,1,100,0.01,0,1,0,0,0,1,0,0,0,9.949874371,-1,99,49,0,1,-0.9802,-0.9828,0.0064,-0.9901,-0.9914,0,0,0,-99,0.34119,5,1,0.3856
10,2,1,2,1,0,0,0,1,101,0.01,1,1,0,0,0,1,0,0,0,9.949874371,-1,99,49,0.5,1,-0.9834,-0.981,-0.0018,0,0,0,0,0,0,0.55287,1,0,0.5456
10,2,1,2,1,0,0,0,1,101,0.01,1,1,0,0,0,1,0,0,0,9.949874371,-1,99,49,0.5,1,-0.9834,-0.981,-0.0018,0,0,0,0,0,0,0.49615,2,1,0.4544
10,2,1,2,1,0,0,0,1,101,0.01,1,1,0,0,0,1,0,0,0,9.949874371,-1,99,49,0.5,1,-0.9834,-0.981,-0.0018,0,0,0,0,0,0,0.45207,3,1,0.4336
10,2,1,2,1,0,0,0,1,101,0.01,1,1,0,0,0,1,0,0,0,9.949874371,-1,99,49,0.5,1,-0.9834,-0.981,-0.0018,0,0,0,0,0,0,0.44079,4,1,0.424
10,2,1,2,1,0,0,0,1,101,0.01,1,1,0,0,0,1,0,0,0,9.949874371,-1,99,49,0.5,1,-0.9834,-0.981,-0.0018,0,0,0,0,0,0,0.43212,5,1,0.416
11,19,1,19,1,0,0,0,1,20,0.9,-20,1,0,0,0,1,0,0,-3,12,-39,1,-19,0,1,0.8076,0.8064,0.0218,-0.0962,-0.0968,0,-3,-3,-8,0.10897,1,0,0.1328
11,19,1,19,1,0,0,0,1,20,0.9,-20,1,0,0,0,1,0,0,-3,12,-39,1,-19,0,1,0.8076,0.8064,0.0218,-0.0962,-0.0968,0,-3,-3,-8,0.13591,2,1,0.2192
11,19,1,19,1,0,0,0,1,20,0.9,-20,1,0,0,0,1,0,0,-3,12,-39,1,-19,0,1,0.8076,0.8064,0.0218,-0.0962,-0.0968,0,-3,-3,-8,0.14959,3,1,0.208
11,19,1,19,1,0,0,0,1,20,0.9,-20,1,0,0,0,1,0,0,-3,12,-39,1,-19,0,1,0.8076,0.8064,0.0218,-0.0962,-0.0968,0,-3,-3,-8,0.155,4,1,0.1968
11,19,1,19,1,0,0,0,1,20,0.9,-20,1,0,0,0,1,0,0,-3,12,-39,1,-19,0,1,0.8076,0.8064,0.0218,-0.0962,-0.0968,0,-3,-3,-8,0.15665,5,1,0.2064
12,0,1,0,1,0,0,0,1,50,0.5,-50,1,0,0,0,1,0,0,0,50,-50,50,0,0,1,0.0116,-6.00E-04,0.0116,0.0116,-6.00E-04,0,0,0,0,0.4118,1,0,0.3376
12,0,1,0,1,0,0,0,1,50,0.5,-50,1,0,0,0,1,0,0,0,50,-50,50,0,0,1,0.0116,-6.00E-04,0.0116,0.0116,-6.00E-04,0,0,0,0,0.44751,2,1,0.4128
12,0,1,0,1,0,0,0,1,50,0.5,-50,1,0,0,0,1,0,0,0,50,-50,50,0,0,1,0.0116,-6.00E-04,0.0116,0.0116,-6.00E-04,0,0,0,0,0.45773,3,1,0.4304
12,0,1,0,1,0,0,0,1,50,0.5,-50,1,0,0,0,1,0,0,0,50,-50,50,0,0,1,0.0116,-6.00E-04,0.0116,0.0116,-6.00E-04,0,0,0,0,0.45768,4,1,0.4352
12,0,1,0,1,0,0,0,1,50,0.5,-50,1,0,0,0,1,0,0,0,50,-50,50,0,0,1,0.0116,-6.00E-04,0.0116,0.0116,-6.00E-04,0,0,0,0,0.46673,5,1,0.3808
13,0,1,0,1,0,0,0,1,50,0.5,-50,1,0,0,0,1,0,0,0,50,-50,50,0,0,1,0.0138,0.0054,0.0138,0.0138,0.0054,0,0,0,0,0.41431,1,0,0.3616
13,0,1,0,1,0,0,0,1,50,0.5,-50,1,0,0,0,1,0,0,0,50,-50,50,0,0,1,0.0138,0.0054,0.0138,0.0138,0.0054,0,0,0,0,0.44303,2,1,0.3696
13,0,1,0,1,0,0,0,1,50,0.5,-50,1,0,0,0,1,0,0,0,50,-50,50,0,0,1,0.0138,0.0054,0.0138,0.0138,0.0054,0,0,0,0,0.45949,3,1,0.4
13,0,1,0,1,0,0,0,1,50,0.5,-50,1,0,0,0,1,0,0,0,50,-50,50,0,0,1,0.0138,0.0054,0.0138,0.0138,0.0054,0,0,0,0,0.45912,4,1,0.3712
13,0,1,0,1,0,0,0,1,50,0.5,-50,1,0,0,0,1,0,0,0,50,-50,50,0,0,1,0.0138,0.0054,0.0138,0.0138,0.0054,0,0,0,0,0.45867,5,1,0.36
14,0,1,0,1,0,0,0,1,1,0.5,-1,1,0,0,0,1,0,0,0,1,-1,1,0,0,1,-0.006,-0.0034,-0.006,-0.006,-0.0034,0,0,0,0,0.47284,1,0,0.4912
14,0,1,0,1,0,0,0,1,1,0.5,-1,1,0,0,0,1,0,0,0,1,-1,1,0,0,1,-0.006,-0.0034,-0.006,-0.006,-0.0034,0,0,0,0,0.48211,2,1,0.4512
14,0,1,0,1,0,0,0,1,1,0.5,-1,1,0,0,0,1,0,0,0,1,-1,1,0,0,1,-0.006,-0.0034,-0.006,-0.006,-0.0034,0,0,0,0,0.48319,3,1,0.4208
14,0,1,0,1,0,0,0,1,1,0.5,-1,1,0,0,0,1,0,0,0,1,-1,1,0,0,1,-0.006,-0.0034,-0.006,-0.006,-0.0034,0,0,0,0,0.49148,4,1,0.4064
14,0,1,0,1,0,0,0,1,1,0.5,-1,1,0,0,0,1,0,0,0,1,-1,1,0,0,1,-0.006,-0.0034,-0.006,-0.006,-0.0034,0,0,0,0,0.48788,5,1,0.376
15,7,1,7,1,0,0,0,1,50,0.5,1,1,0,0,0,1,0,0,18.5,24.5,-6,43,18.5,0.142857143,1,-0.0056,0.0138,-0.0056,0,0,0,18.5,18.5,0,0.99809,1,0,0.7824
15,7,1,7,1,0,0,0,1,50,0.5,1,1,0,0,0,1,0,0,18.5,24.5,-6,43,18.5,0.142857143,1,-0.0056,0.0138,-0.0056,0,0,0,18.5,18.5,0,0.99808,2,1,0.8432
15,7,1,7,1,0,0,0,1,50,0.5,1,1,0,0,0,1,0,0,18.5,24.5,-6,43,18.5,0.142857143,1,-0.0056,0.0138,-0.0056,0,0,0,18.5,18.5,0,0.99804,3,1,0.8784
15,7,1,7,1,0,0,0,1,50,0.5,1,1,0,0,0,1,0,0,18.5,24.5,-6,43,18.5,0.142857143,1,-0.0056,0.0138,-0.0056,0,0,0,18.5,18.5,0,0.99841,4,1,0.8288
15,7,1,7,1,0,0,0,1,50,0.5,1,1,0,0,0,1,0,0,18.5,24.5,-6,43,18.5,0.142857143,1,-0.0056,0.0138,-0.0056,0,0,0,18.5,18.5,0,0.9982,5,1,0.8464
16,7,1,7,1,0,0,0,1,50,0.5,-1,1,0,0,0,1,0,0,17.5,25.5,-8,43,17.5,0,1,4.00E-04,0.014,4.00E-04,-0.4998,-0.493,0,17.5,17.5,-51,0.84601,1,0,0.7072
16,7,1,7,1,0,0,0,1,50,0.5,-1,1,0,0,0,1,0,0,17.5,25.5,-8,43,17.5,0,1,4.00E-04,0.014,4.00E-04,-0.4998,-0.493,0,17.5,17.5,-51,0.89036,2,1,0.7904
16,7,1,7,1,0,0,0,1,50,0.5,-1,1,0,0,0,1,0,0,17.5,25.5,-8,43,17.5,0,1,4.00E-04,0.014,4.00E-04,-0.4998,-0.493,0,17.5,17.5,-51,0.92119,3,1,0.8128
16,7,1,7,1,0,0,0,1,50,0.5,-1,1,0,0,0,1,0,0,17.5,25.5,-8,43,17.5,0,1,4.00E-04,0.014,4.00E-04,-0.4998,-0.493,0,17.5,17.5,-51,0.93219,4,1,0.832
16,7,1,7,1,0,0,0,1,50,0.5,-1,1,0,0,0,1,0,0,17.5,25.5,-8,43,17.5,0,1,4.00E-04,0.014,4.00E-04,-0.4998,-0.493,0,17.5,17.5,-51,0.93704,5,1,0.8304
17,30,1,30,1,0,0,0,1,50,0.5,1,1,0,0,0,1,0,0,-4.5,24.5,-29,20,-4.5,0.033333333,1,0.019,-0.009,0.019,0,0,0,-4.5,-4.5,0,0.25407,1,0,0.2384
17,30,1,30,1,0,0,0,1,50,0.5,1,1,0,0,0,1,0,0,-4.5,24.5,-29,20,-4.5,0.033333333,1,0.019,-0.009,0.019,0,0,0,-4.5,-4.5,0,0.31821,2,1,0.3296
17,30,1,30,1,0,0,0,1,50,0.5,1,1,0,0,0,1,0,0,-4.5,24.5,-29,20,-4.5,0.033333333,1,0.019,-0.009,0.019,0,0,0,-4.5,-4.5,0,0.31443,3,1,0.3248
17,30,1,30,1,0,0,0,1,50,0.5,1,1,0,0,0,1,0,0,-4.5,24.5,-29,20,-4.5,0.033333333,1,0.019,-0.009,0.019,0,0,0,-4.5,-4.5,0,0.31289,4,1,0.304
17,30,1,30,1,0,0,0,1,50,0.5,1,1,0,0,0,1,0,0,-4.5,24.5,-29,20,-4.5,0.033333333,1,0.019,-0.009,0.019,0,0,0,-4.5,-4.5,0,0.31512,5,1,0.2896
18,30,1,30,1,0,0,0,1,50,0.5,-1,1,0,0,0,1,0,0,-5.5,25.5,-31,20,-5.5,0,1,-6.00E-04,0.0016,-6.00E-04,-0.5003,-0.4992,0,-5.5,-5.5,-51,0.202,1,0,0.232
18,30,1,30,1,0,0,0,1,50,0.5,-1,1,0,0,0,1,0,0,-5.5,25.5,-31,20,-5.5,0,1,-6.00E-04,0.0016,-6.00E-04,-0.5003,-0.4992,0,-5.5,-5.5,-51,0.27776,2,1,0.328
18,30,1,30,1,0,0,0,1,50,0.5,-1,1,0,0,0,1,0,0,-5.5,25.5,-31,20,-5.5,0,1,-6.00E-04,0.0016,-6.00E-04,-0.5003,-0.4992,0,-5.5,-5.5,-51,0.27473,3,1,0.4032
18,30,1,30,1,0,0,0,1,50,0.5,-1,1,0,0,0,1,0,0,-5.5,25.5,-31,20,-5.5,0,1,-6.00E-04,0.0016,-6.00E-04,-0.5003,-0.4992,0,-5.5,-5.5,-51,0.27811,4,1,0.3328
18,30,1,30,1,0,0,0,1,50,0.5,-1,1,0,0,0,1,0,0,-5.5,25.5,-31,20,-5.5,0,1,-6.00E-04,0.0016,-6.00E-04,-0.5003,-0.4992,0,-5.5,-5.5,-51,0.2786,5,1,0.3328
19,9,1,9,1,0,0,0,1,9,1,9,0,0,0,1,8,0,0,0,26.17250466,-7,247,54.75,0.222222222,1,-0.7476,-0.7436,0.2554,0,0,0,0,0,0,0.42572,1,0,0.3648
19,9,1,9,1,0,0,0,1,9,1,9,0,0,0,1,8,0,0,0,26.17250466,-7,247,54.75,0.222222222,1,-0.7476,-0.7436,0.2554,0,0,0,0,0,0,0.36761,2,1,0.3872
19,9,1,9,1,0,0,0,1,9,1,9,0,0,0,1,8,0,0,0,26.17250466,-7,247,54.75,0.222222222,1,-0.7476,-0.7436,0.2554,0,0,0,0,0,0,0.33313,3,1,0.3568
19,9,1,9,1,0,0,0,1,9,1,9,0,0,0,1,8,0,0,0,26.17250466,-7,247,54.75,0.222222222,1,-0.7476,-0.7436,0.2554,0,0,0,0,0,0,0.32612,4,1,0.3088
19,9,1,9,1,0,0,0,1,9,1,9,0,0,0,1,8,0,0,0,26.17250466,-7,247,54.75,0.222222222,1,-0.7476,-0.7436,0.2554,0,0,0,0,0,0,0.31896,5,1,0.2976
20,9,1,9,1,0,0,0,1,9,1,9,0,0,0,1,8,0,0,0,26.17250466,-7,247,54.75,0.222222222,1,-0.7494,-0.7504,0.2376,0,0,0,0,0,0,0.42812,1,0,0.376
20,9,1,9,1,0,0,0,1,9,1,9,0,0,0,1,8,0,0,0,26.17250466,-7,247,54.75,0.222222222,1,-0.7494,-0.7504,0.2376,0,0,0,0,0,0,0.36456,2,1,0.376
20,9,1,9,1,0,0,0,1,9,1,9,0,0,0,1,8,0,0,0,26.17250466,-7,247,54.75,0.222222222,1,-0.7494,-0.7504,0.2376,0,0,0,0,0,0,0.33551,3,1,0.392
20,9,1,9,1,0,0,0,1,9,1,9,0,0,0,1,8,0,0,0,26.17250466,-7,247,54.75,0.222222222,1,-0.7494,-0.7504,0.2376,0,0,0,0,0,0,0.32253,4,1,0.3632
20,9,1,9,1,0,0,0,1,9,1,9,0,0,0,1,8,0,0,0,26.17250466,-7,247,54.75,0.222222222,1,-0.7494,-0.7504,0.2376,0,0,0,0,0,0,0.31876,5,1,0.3616
21,10,0.5,0,1,0,0,0,1,10,0.5,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,-0.1607,0.0094,0,-0.1607,0.0094,0,-1.666666667,-0.833333333,0,0.44628,1,0,0.3728
21,10,0.5,0,1,0,0,0,1,10,0.5,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,-0.1607,0.0094,0,-0.1607,0.0094,0,-1.666666667,-0.833333333,0,0.47559,2,1,0.416
21,10,0.5,0,1,0,0,0,1,10,0.5,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,-0.1607,0.0094,0,-0.1607,0.0094,0,-1.666666667,-0.833333333,0,0.48461,3,1,0.4704
21,10,0.5,0,1,0,0,0,1,10,0.5,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,-0.1607,0.0094,0,-0.1607,0.0094,0,-1.666666667,-0.833333333,0,0.48959,4,1,0.48
21,10,0.5,0,1,0,0,0,1,10,0.5,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,-0.1607,0.0094,0,-0.1607,0.0094,0,-1.666666667,-0.833333333,0,0.4932,5,1,0.5072
22,10,0.1,0,1,0,0,0,1,10,0.1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0.097,4.00E-04,0,0.097,4.00E-04,0,1,0.5,0,0.79885,1,0,0.8208
22,10,0.1,0,1,0,0,0,1,10,0.1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0.097,4.00E-04,0,0.097,4.00E-04,0,1,0.5,0,0.71343,2,1,0.8384
22,10,0.1,0,1,0,0,0,1,10,0.1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0.097,4.00E-04,0,0.097,4.00E-04,0,1,0.5,0,0.65967,3,1,0.7824
22,10,0.1,0,1,0,0,0,1,10,0.1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0.097,4.00E-04,0,0.097,4.00E-04,0,1,0.5,0,0.63217,4,1,0.7072
22,10,0.1,0,1,0,0,0,1,10,0.1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0.097,4.00E-04,0,0.097,4.00E-04,0,1,0.5,0,0.60872,5,1,0.6592
23,10,0.9,0,1,0,0,0,1,10,0.9,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,-0.4294,0.001,0,-0.4294,0.001,0,-4.333333333,-2.166666667,0,0.17135,1,0,0.1456
23,10,0.9,0,1,0,0,0,1,10,0.9,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,-0.4294,0.001,0,-0.4294,0.001,0,-4.333333333,-2.166666667,0,0.2606,2,1,0.1616
23,10,0.9,0,1,0,0,0,1,10,0.9,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,-0.4294,0.001,0,-0.4294,0.001,0,-4.333333333,-2.166666667,0,0.32116,3,1,0.2576
23,10,0.9,0,1,0,0,0,1,10,0.9,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,-0.4294,0.001,0,-0.4294,0.001,0,-4.333333333,-2.166666667,0,0.34852,4,1,0.3248
23,10,0.9,0,1,0,0,0,1,10,0.9,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,-0.4294,0.001,0,-0.4294,0.001,0,-4.333333333,-2.166666667,0,0.37768,5,1,0.3184
24,-2,1,-2,1,0,0,0,1,-1,0.5,-3,1,0,0,0,1,0,0,0,1,-1,1,0,0.666666667,-1,-0.0114,0.0172,-0.0114,0,0,0,0,0,0,0.4994,1,0,0.4816
24,-2,1,-2,1,0,0,0,1,-1,0.5,-3,1,0,0,0,1,0,0,0,1,-1,1,0,0.666666667,-1,-0.0114,0.0172,-0.0114,0,0,0,0,0,0,0.49704,2,1,0.52
24,-2,1,-2,1,0,0,0,1,-1,0.5,-3,1,0,0,0,1,0,0,0,1,-1,1,0,0.666666667,-1,-0.0114,0.0172,-0.0114,0,0,0,0,0,0,0.50083,3,1,0.4784
24,-2,1,-2,1,0,0,0,1,-1,0.5,-3,1,0,0,0,1,0,0,0,1,-1,1,0,0.666666667,-1,-0.0114,0.0172,-0.0114,0,0,0,0,0,0,0.49728,4,1,0.4784
24,-2,1,-2,1,0,0,0,1,-1,0.5,-3,1,0,0,0,1,0,0,0,1,-1,1,0,0.666666667,-1,-0.0114,0.0172,-0.0114,0,0,0,0,0,0,0.49897,5,1,0.4496
